Uniprot-Accession,S9-Protein,0,3,5,7,9,11,13,15,E-value,Protein,Gene,Length,GO-BP,GO-IDs,Pathway,UniPathway,CDD,Pfam,GO-name
Q75J93,CHOYP_BRAFLDRAFT_125403.1.1|m.30476,1.5,0,0,0,0,0,0,0,1.00E-125,Circularly permutated Ras protein 1 (DdiCPRas1),cpras1 DDB_G0277381,842,ER to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; small GTPase mediated signal transduction [GO:0007264],GO:0005525; GO:0006886; GO:0006888; GO:0007264; GO:0008270; GO:0030127,,,,PF00071;,COPII vesicle coat [GO:0030127]; GTP binding [GO:0005525]; zinc ion binding [GO:0008270]; ER to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; small GTPase mediated signal transduction [GO:0007264]
O35309,CHOYP_BRAFLDRAFT_208436.29.32|m.61623,0,0,0,0,0,0,0,0,0.000001,N-myc-interactor (Nmi) (N-myc and STAT interactor),Nmi,314,interferon-gamma-mediated signaling pathway [GO:0060333]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha biosynthetic process [GO:0045355]; negative regulation of interferon-beta biosynthetic process [GO:0045358]; negative regulation of type I interferon production [GO:0032480]; positive regulation of protein K48-linked ubiquitination [GO:1902524]; transcription from RNA polymerase II promoter [GO:0006366],GO:0000166; GO:0003712; GO:0005654; GO:0005737; GO:0005829; GO:0006366; GO:0032480; GO:0042802; GO:0045355; GO:0045358; GO:0045824; GO:0060333; GO:1902524,,,,PF07334;PF07292;,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; identical protein binding [GO:0042802]; nucleotide binding [GO:0000166]; transcription cofactor activity [GO:0003712]; interferon-gamma-mediated signaling pathway [GO:0060333]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha biosynthetic process [GO:0045355]; negative regulation of interferon-beta biosynthetic process [GO:0045358]; negative regulation of type I interferon production [GO:0032480]; positive regulation of protein K48-linked ubiquitination [GO:1902524]; transcription from RNA polymerase II promoter [GO:0006366]
Q9NXB0,CHOYP_BRAFLDRAFT_279949.1.1|m.54415,1,0,0,0,0,0,0,0,4.00E-138,Meckel syndrome type 1 protein,MKS1,559,"branching morphogenesis of an epithelial tube [GO:0048754]; ciliary basal body docking [GO:0097711]; cilium assembly [GO:0060271]; common bile duct development [GO:0061009]; determination of left/right symmetry [GO:0007368]; embryonic brain development [GO:1990403]; embryonic digit morphogenesis [GO:0042733]; embryonic skeletal system development [GO:0048706]; epithelial structure maintenance [GO:0010669]; head development [GO:0060322]; inner ear receptor stereocilium organization [GO:0060122]; motile cilium assembly [GO:0044458]; neural tube closure [GO:0001843]; non-motile cilium assembly [GO:1905515]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning [GO:1901620]; regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000095]",GO:0001843; GO:0005737; GO:0005813; GO:0005814; GO:0005829; GO:0007368; GO:0010669; GO:0016020; GO:0036038; GO:0036064; GO:0042733; GO:0044458; GO:0048706; GO:0048754; GO:0060122; GO:0060271; GO:0060322; GO:0060828; GO:0061009; GO:0097711; GO:1901620; GO:1905515; GO:1990403; GO:2000095,,,,PF07162;,"centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; MKS complex [GO:0036038]; branching morphogenesis of an epithelial tube [GO:0048754]; ciliary basal body docking [GO:0097711]; cilium assembly [GO:0060271]; common bile duct development [GO:0061009]; determination of left/right symmetry [GO:0007368]; embryonic brain development [GO:1990403]; embryonic digit morphogenesis [GO:0042733]; embryonic skeletal system development [GO:0048706]; epithelial structure maintenance [GO:0010669]; head development [GO:0060322]; inner ear receptor stereocilium organization [GO:0060122]; motile cilium assembly [GO:0044458]; neural tube closure [GO:0001843]; non-motile cilium assembly [GO:1905515]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning [GO:1901620]; regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000095]"
Q4R9E0,CHOYP_BRAFLDRAFT_63652.1.1|m.8021,0,0,0,0,0,0,0,0,8.00E-29,Tectonic-3,TCTN3 TECT3 QtsA-10216,608,apoptotic process [GO:0006915]; cilium assembly [GO:0060271]; smoothened signaling pathway [GO:0007224],GO:0006915; GO:0007224; GO:0016021; GO:0060271,,,,PF07773;,integral component of membrane [GO:0016021]; apoptotic process [GO:0006915]; cilium assembly [GO:0060271]; smoothened signaling pathway [GO:0007224]
Q86GV3,CHOYP_GCY.2.4|m.33243,0,0,0,0,0,0,0,0,0,Receptor-type guanylate cyclase gcy-28 (EC 4.6.1.2) (GCY-X1),gcy-28 T01A4.1,1276,cGMP biosynthetic process [GO:0006182]; chemotaxis [GO:0006935]; intracellular signal transduction [GO:0035556]; olfactory behavior [GO:0042048]; sensory perception of chemical stimulus [GO:0007606]; sensory processing [GO:0050893]; signal transduction [GO:0007165],GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005886; GO:0006182; GO:0006935; GO:0007165; GO:0007606; GO:0008074; GO:0016021; GO:0030424; GO:0030425; GO:0035556; GO:0042048; GO:0043005; GO:0043204; GO:0044297; GO:0046872; GO:0050893,,,,PF01094;PF00211;PF07714;,"axon [GO:0030424]; cell body [GO:0044297]; dendrite [GO:0030425]; guanylate cyclase complex, soluble [GO:0008074]; integral component of membrane [GO:0016021]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; guanylate cyclase activity [GO:0004383]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; cGMP biosynthetic process [GO:0006182]; chemotaxis [GO:0006935]; intracellular signal transduction [GO:0035556]; olfactory behavior [GO:0042048]; sensory perception of chemical stimulus [GO:0007606]; sensory processing [GO:0050893]; signal transduction [GO:0007165]"
P59014,CHOYP_GEPH.2.2|m.56703,0,0,0,0,0,0,0,0,5.00E-15,Molybdenum cofactor biosynthesis bifunctional protein [Includes: Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C); Molybdenum cofactor biosynthesis protein B],moaCB CT1330,312,Mo-molybdopterin cofactor biosynthetic process [GO:0006777],GO:0006777; GO:0061799,PATHWAY: Cofactor biosynthesis; molybdopterin biosynthesis. {ECO:0000250|UniProtKB:P0A738}.,,cd01420;cd00886;,PF01967;PF00994;,cyclic pyranopterin monophosphate synthase activity [GO:0061799]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]
Q91766,CHOYP_LOC100023660.1.1|m.30865,0,0,0,0,0,0,0,0,0,Hepatocyte nuclear factor 4-alpha (HNF-4-alpha) (Nuclear receptor subfamily 2 group A member 1),hnf4a hnf4 nr2a1,464,"transcription, DNA-templated [GO:0006351]",GO:0003700; GO:0003707; GO:0005634; GO:0006351; GO:0008270; GO:0043565,,,,PF00104;PF00105;,"nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; zinc ion binding [GO:0008270]; transcription, DNA-templated [GO:0006351]"
P71359,CHOYP_LOC100370129.1.4|m.6950,0,0,0,0,0,0,0,0,5.00E-41,ATP-dependent DNA helicase RecQ (EC 3.6.4.12),recQ HI_0728,619,DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432],GO:0003677; GO:0005524; GO:0005694; GO:0005737; GO:0006260; GO:0006281; GO:0006310; GO:0009378; GO:0009432; GO:0043140,,,,PF00270;PF00271;PF00570;PF16124;PF09382;,chromosome [GO:0005694]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP-dependent 3'-5' DNA helicase activity [GO:0043140]; DNA binding [GO:0003677]; four-way junction helicase activity [GO:0009378]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432]
Q8BVV7,CHOYP_LOC100372020.1.1|m.59998,0,0,0,0,0,0,0,0,6.00E-67,Centrosomal protein of 95 kDa (Cep95) (Coiled-coil domain-containing protein 45),Cep95 Ccdc45,827,,GO:0000922; GO:0005737; GO:0005813,,,,,centrosome [GO:0005813]; cytoplasm [GO:0005737]; spindle pole [GO:0000922]
Q9R1M5,CHOYP_LOC100372392.1.8|m.6461,0,0,0,0,0,0,0,0,6.00E-14,"NACHT, LRR and PYD domains-containing protein 5 (Maternal antigen that embryos require) (Mater protein) (Ooplasm-specific protein 1) (OP1)",Nlrp5 Mater Nalp5,1163,animal organ morphogenesis [GO:0009887]; cellular protein complex assembly [GO:0043623]; cellular protein localization [GO:0034613]; embryo implantation [GO:0007566]; fertilization [GO:0009566]; in utero embryonic development [GO:0001701]; neuron death [GO:0070997]; regulation of protein stability [GO:0031647]; regulation of RNA stability [GO:0043487],GO:0001701; GO:0005524; GO:0005730; GO:0005737; GO:0005739; GO:0005829; GO:0005938; GO:0007566; GO:0009566; GO:0009887; GO:0031647; GO:0034613; GO:0043234; GO:0043487; GO:0043623; GO:0045179; GO:0070997,,,,PF13516;,apical cortex [GO:0045179]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; protein complex [GO:0043234]; ATP binding [GO:0005524]; animal organ morphogenesis [GO:0009887]; cellular protein complex assembly [GO:0043623]; cellular protein localization [GO:0034613]; embryo implantation [GO:0007566]; fertilization [GO:0009566]; in utero embryonic development [GO:0001701]; neuron death [GO:0070997]; regulation of protein stability [GO:0031647]; regulation of RNA stability [GO:0043487]
Q9UKK3,CHOYP_LOC100373327.1.13|m.13252,0,0,0,0,0,0,0,0,0,Poly [ADP-ribose] polymerase 4 (PARP-4) (EC 2.4.2.30) (193 kDa vault protein) (ADP-ribosyltransferase diphtheria toxin-like 4) (ARTD4) (PARP-related/IalphaI-related H5/proline-rich) (PH5P) (Vault poly(ADP-ribose) polymerase) (VPARP),PARP4 ADPRTL1 KIAA0177 PARPL,1724,cell death [GO:0008219]; cellular protein modification process [GO:0006464]; cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; inflammatory response [GO:0006954]; protein ADP-ribosylation [GO:0006471]; response to drug [GO:0042493]; transport [GO:0006810],GO:0003677; GO:0003950; GO:0005634; GO:0005737; GO:0005829; GO:0005876; GO:0006281; GO:0006464; GO:0006471; GO:0006810; GO:0006954; GO:0006974; GO:0008219; GO:0016020; GO:0019899; GO:0030529; GO:0042493; GO:0070062,,,cd00027;,PF00533;PF00644;PF08487;PF00092;,cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; intracellular ribonucleoprotein complex [GO:0030529]; membrane [GO:0016020]; nucleus [GO:0005634]; spindle microtubule [GO:0005876]; DNA binding [GO:0003677]; enzyme binding [GO:0019899]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; cell death [GO:0008219]; cellular protein modification process [GO:0006464]; cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; inflammatory response [GO:0006954]; protein ADP-ribosylation [GO:0006471]; response to drug [GO:0042493]; transport [GO:0006810]
Q8C761,CHOYP_LOC100373809.1.2|m.35126,1.5,0,0,0,0,0,0,0,1.00E-144,WD repeat-containing protein 60,Wdr60,999,cilium assembly [GO:0060271]; embryonic skeletal system morphogenesis [GO:0048704],GO:0000242; GO:0000922; GO:0005615; GO:0005868; GO:0005929; GO:0031021; GO:0048704; GO:0060271; GO:0070062; GO:0097546,,,,PF00400;,ciliary base [GO:0097546]; cilium [GO:0005929]; cytoplasmic dynein complex [GO:0005868]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; interphase microtubule organizing center [GO:0031021]; pericentriolar material [GO:0000242]; spindle pole [GO:0000922]; cilium assembly [GO:0060271]; embryonic skeletal system morphogenesis [GO:0048704]
O43903,CHOYP_LOC100485604.1.1|m.45268,0,0,0,0,0,0,0,0,1.00E-59,Growth arrest-specific protein 2 (GAS-2),GAS2,313,apoptotic process [GO:0006915]; cell cycle arrest [GO:0007050]; regulation of cell shape [GO:0008360],GO:0005829; GO:0005884; GO:0006915; GO:0007050; GO:0008360; GO:0016020,,,cd00014;,PF00307;PF02187;,actin filament [GO:0005884]; cytosol [GO:0005829]; membrane [GO:0016020]; apoptotic process [GO:0006915]; cell cycle arrest [GO:0007050]; regulation of cell shape [GO:0008360]
P92555,CHOYP_LOC100490320.2.2|m.36450,0,0,0,0,0,0,0,0,0.000003,Uncharacterized mitochondrial protein AtMg01250 (ORF102),AtMg01250; At2g07697,122,,GO:0005739,,,,PF00078;,mitochondrion [GO:0005739]
Q17QJ5,CHOYP_LOC100645644.1.1|m.55634,0,0,0,0,0,0,0,0,4.00E-89,Tetraspanin-5 (Tspan-5),TSPAN5,268,cell surface receptor signaling pathway [GO:0007166]; establishment of protein localization to plasma membrane [GO:0090002]; positive regulation of Notch signaling pathway [GO:0045747]; protein maturation [GO:0051604],GO:0005887; GO:0007166; GO:0045747; GO:0051604; GO:0090002,,,,PF00335;,integral component of plasma membrane [GO:0005887]; cell surface receptor signaling pathway [GO:0007166]; establishment of protein localization to plasma membrane [GO:0090002]; positive regulation of Notch signaling pathway [GO:0045747]; protein maturation [GO:0051604]
Q76I76,CHOYP_LOC100651687.1.1|m.39884,0,0,0,0,0,0,0,0,9.00E-133,Protein phosphatase Slingshot homolog 2 (EC 3.1.3.16) (EC 3.1.3.48) (SSH-like protein 2) (SSH-2L) (hSSH-2L),SSH2 KIAA1725 SSH2L,1423,actin cytoskeleton organization [GO:0030036]; protein dephosphorylation [GO:0006470]; regulation of actin polymerization or depolymerization [GO:0008064]; regulation of axonogenesis [GO:0050770]; regulation of lamellipodium assembly [GO:0010591],GO:0003677; GO:0003779; GO:0004721; GO:0004725; GO:0005615; GO:0005737; GO:0005856; GO:0006470; GO:0008064; GO:0008138; GO:0010591; GO:0030036; GO:0050770,,,cd00127;,PF08766;PF00782;,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; extracellular space [GO:0005615]; actin binding [GO:0003779]; DNA binding [GO:0003677]; phosphoprotein phosphatase activity [GO:0004721]; protein tyrosine phosphatase activity [GO:0004725]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; actin cytoskeleton organization [GO:0030036]; protein dephosphorylation [GO:0006470]; regulation of actin polymerization or depolymerization [GO:0008064]; regulation of axonogenesis [GO:0050770]; regulation of lamellipodium assembly [GO:0010591]
O34309,CHOYP_LOC100890479.1.3|m.8193,0,0,0,0,0,0,0,0,8.00E-49,"Putative phosphoenolpyruvate synthase (Putative PEP synthase) (Pyruvate, water dikinase)",pps BSU18830,866,,GO:0005524; GO:0016301,,,,PF00391;PF01326;,ATP binding [GO:0005524]; kinase activity [GO:0016301]
Q9VA73,CHOYP_LOC100901947.1.1|m.7834,1,0,0,0,0,0,0,0,0,Calcium-binding mitochondrial carrier protein Aralar1,aralar1 CG2139,695,aspartate transport [GO:0015810]; L-glutamate transmembrane transport [GO:0089711]; malate-aspartate shuttle [GO:0043490]; mitochondrial transport [GO:0006839]; wound healing [GO:0042060],GO:0005313; GO:0005509; GO:0005739; GO:0005743; GO:0005811; GO:0006839; GO:0015183; GO:0015810; GO:0016021; GO:0022857; GO:0042060; GO:0043490; GO:0089711,,,,PF13833;PF00153;,integral component of membrane [GO:0016021]; lipid particle [GO:0005811]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; calcium ion binding [GO:0005509]; L-aspartate transmembrane transporter activity [GO:0015183]; L-glutamate transmembrane transporter activity [GO:0005313]; transmembrane transporter activity [GO:0022857]; aspartate transport [GO:0015810]; L-glutamate transmembrane transport [GO:0089711]; malate-aspartate shuttle [GO:0043490]; mitochondrial transport [GO:0006839]; wound healing [GO:0042060]
P08004,CHOYP_LOC100907845.2.3|m.23111,0,0,0,0,0,0,0,0,3.00E-19,Chitin synthase 1 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 1),CHS1 YNL192W N1404,1131,barrier septum site selection [GO:0000918]; cell separation after cytokinesis [GO:0000920]; cell wall chitin biosynthetic process [GO:0006038]; fungal-type cell wall organization [GO:0031505],GO:0000918; GO:0000920; GO:0004100; GO:0005886; GO:0006038; GO:0016021; GO:0030428; GO:0031505; GO:0045009,,,,PF01644;PF08407;,cell septum [GO:0030428]; chitosome [GO:0045009]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; chitin synthase activity [GO:0004100]; barrier septum site selection [GO:0000918]; cell separation after cytokinesis [GO:0000920]; cell wall chitin biosynthetic process [GO:0006038]; fungal-type cell wall organization [GO:0031505]
Q16513,CHOYP_LOC582022.1.1|m.31,0,0,0,0,0,0,0,0,0,Serine/threonine-protein kinase N2 (EC 2.7.11.13) (PKN gamma) (Protein kinase C-like 2) (Protein-kinase C-related kinase 2),PKN2 PRK2 PRKCL2,984,"apical junction assembly [GO:0043297]; apoptotic process [GO:0006915]; cell adhesion [GO:0007155]; cell cycle [GO:0007049]; cell division [GO:0051301]; epithelial cell migration [GO:0010631]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of cytokinesis [GO:0032467]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of viral genome replication [GO:0045070]; protein phosphorylation [GO:0006468]; regulation of cell motility [GO:2000145]; regulation of transcription, DNA-templated [GO:0006355]; signal transduction [GO:0007165]; transcription, DNA-templated [GO:0006351]",GO:0003723; GO:0004672; GO:0004674; GO:0004697; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005856; GO:0006351; GO:0006355; GO:0006468; GO:0006915; GO:0007049; GO:0007155; GO:0007165; GO:0010631; GO:0016020; GO:0016301; GO:0018105; GO:0030027; GO:0030496; GO:0032154; GO:0032467; GO:0035556; GO:0042826; GO:0043234; GO:0043296; GO:0043297; GO:0045070; GO:0045296; GO:0045931; GO:0048471; GO:0051301; GO:0070063; GO:2000145,,,,PF02185;PF00069;PF00433;,"apical junction complex [GO:0043296]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; lamellipodium [GO:0030027]; membrane [GO:0016020]; midbody [GO:0030496]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein complex [GO:0043234]; ATP binding [GO:0005524]; cadherin binding [GO:0045296]; histone deacetylase binding [GO:0042826]; kinase activity [GO:0016301]; protein kinase activity [GO:0004672]; protein kinase C activity [GO:0004697]; protein serine/threonine kinase activity [GO:0004674]; RNA binding [GO:0003723]; RNA polymerase binding [GO:0070063]; apical junction assembly [GO:0043297]; apoptotic process [GO:0006915]; cell adhesion [GO:0007155]; cell cycle [GO:0007049]; cell division [GO:0051301]; epithelial cell migration [GO:0010631]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of cytokinesis [GO:0032467]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of viral genome replication [GO:0045070]; protein phosphorylation [GO:0006468]; regulation of cell motility [GO:2000145]; regulation of transcription, DNA-templated [GO:0006355]; signal transduction [GO:0007165]; transcription, DNA-templated [GO:0006351]"
Q6ZS30,CHOYP_NBEL1.1.1|m.33217,0,0,0,0,0,0,0,0,0,Neurobeachin-like protein 1 (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 16 protein) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 17 protein),NBEAL1 ALS2CR16 ALS2CR17,2694,,,,,cd06071;,PF02138;PF15787;PF14844;PF00400;,
B7QDG3,CHOYP_NNRE.2.2|m.27199,0.5,0,0,0,0,0,0,0,5.00E-96,NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase),ISCW022186,275,,GO:0000166; GO:0005739; GO:0046872; GO:0052856; GO:0052857,,,,PF03853;,mitochondrion [GO:0005739]; metal ion binding [GO:0046872]; NADHX epimerase activity [GO:0052856]; NADPHX epimerase activity [GO:0052857]; nucleotide binding [GO:0000166]
Q641W3,CHOYP_NUFIP1.1.1|m.8979,0,0,0,0,0,0,0,0,1.00E-42,Nuclear fragile X mental retardation-interacting protein 1 (Nuclear FMRP-interacting protein 1),Nufip1,486,box C/D snoRNP assembly [GO:0000492]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; protein oligomerization [GO:0051259],GO:0000492; GO:0001650; GO:0005634; GO:0005726; GO:0008023; GO:0016363; GO:0022626; GO:0030515; GO:0045944; GO:0046872; GO:0048786; GO:0051259; GO:0070761,,,,PF10453;,cytosolic ribosome [GO:0022626]; fibrillar center [GO:0001650]; nuclear matrix [GO:0016363]; nucleus [GO:0005634]; perichromatin fibrils [GO:0005726]; pre-snoRNP complex [GO:0070761]; presynaptic active zone [GO:0048786]; transcription elongation factor complex [GO:0008023]; metal ion binding [GO:0046872]; snoRNA binding [GO:0030515]; box C/D snoRNP assembly [GO:0000492]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; protein oligomerization [GO:0051259]
Q64319,CHOYP_SLC3A1.1.1|m.14892,1,0,0,0,0,0,0,0,3.00E-85,"Neutral and basic amino acid transport protein rBAT (D2) (Solute carrier family 3 member 1) (b(0,+)-type amino acid transport protein) (NAA-TR)",Slc3a1 Nbat,683,amino acid transport [GO:0006865]; carbohydrate metabolic process [GO:0005975],GO:0003824; GO:0005743; GO:0005774; GO:0005886; GO:0005887; GO:0005975; GO:0006865; GO:0031526; GO:0046982; GO:0070062,,,,PF00128;,brush border membrane [GO:0031526]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; mitochondrial inner membrane [GO:0005743]; plasma membrane [GO:0005886]; vacuolar membrane [GO:0005774]; catalytic activity [GO:0003824]; protein heterodimerization activity [GO:0046982]; amino acid transport [GO:0006865]; carbohydrate metabolic process [GO:0005975]
Q16932,CHOYP_STX.1.1|m.30392,0,0,0,0,0,0,0,0,1.00E-161,Syntaxin,,290,intracellular protein transport [GO:0006886]; membrane fusion [GO:0061025]; neurotransmitter transport [GO:0006836]; regulation of exocytosis [GO:0017157]; vesicle-mediated transport [GO:0016192],GO:0005622; GO:0006836; GO:0006886; GO:0016021; GO:0016192; GO:0017157; GO:0061025,,,,PF05739;PF00804;,integral component of membrane [GO:0016021]; intracellular [GO:0005622]; intracellular protein transport [GO:0006886]; membrane fusion [GO:0061025]; neurotransmitter transport [GO:0006836]; regulation of exocytosis [GO:0017157]; vesicle-mediated transport [GO:0016192]
Q9NZQ8,CHOYP_TRPM5.1.2|m.59669,0,0,0,0,0,0,0,0,6.00E-32,Transient receptor potential cation channel subfamily M member 5 (Long transient receptor potential channel 5) (LTrpC-5) (LTrpC5) (MLSN1- and TRP-related gene 1 protein),TRPM5 LTRPC5 MTR1,1165,calcium ion transmembrane transport [GO:0070588]; sensory perception of taste [GO:0050909],GO:0005216; GO:0005227; GO:0005244; GO:0005267; GO:0005272; GO:0005886; GO:0016021; GO:0030425; GO:0043025; GO:0050909; GO:0070588,,,,PF00520;,dendrite [GO:0030425]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; calcium activated cation channel activity [GO:0005227]; ion channel activity [GO:0005216]; potassium channel activity [GO:0005267]; sodium channel activity [GO:0005272]; voltage-gated ion channel activity [GO:0005244]; calcium ion transmembrane transport [GO:0070588]; sensory perception of taste [GO:0050909]
Q9VAC5,CHOYP_AAEL_AAEL003910.1.1|m.36530,0,0,0,0,0,0,0,0,6.00E-143,ADAM 17-like protease (EC 3.4.24.-),Tace CG7908,732,membrane protein ectodomain proteolysis [GO:0006509],GO:0004222; GO:0006509; GO:0016021; GO:0046872,,,cd04270;,PF16698;PF00200;PF01562;,integral component of membrane [GO:0016021]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; membrane protein ectodomain proteolysis [GO:0006509]
Q8L970,CHOYP_BRAFLDRAFT_67911.1.1|m.4174,0,0,0,0,0,0,0,0,1.00E-16,Probable prolyl 4-hydroxylase 7 (AtP4H7) (EC 1.14.11.2),P4H7 At3g28480 MFJ20.17,316,,GO:0004656; GO:0005506; GO:0005789; GO:0016021; GO:0031418,,,,PF13640;PF01549;,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; procollagen-proline 4-dioxygenase activity [GO:0004656]
Q7Z5J8,CHOYP_BRAFLDRAFT_75707.1.1|m.8533,0,0,0,0,0,0,0,0,0,Ankyrin and armadillo repeat-containing protein,ANKAR,1434,,GO:0005634; GO:0005737; GO:0016021,,,,PF12796;PF00514;,cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]
O88450,CHOYP_BRAFLDRAFT_75725.1.1|m.9603,0,0,0,0,0,0,0,0,2.00E-67,Deformed epidermal autoregulatory factor 1 homolog (Nuclear DEAF-1-related transcriptional regulator) (NUDR) (Suppressin),Deaf1 Spn,565,"embryonic skeletal system development [GO:0048706]; neural tube closure [GO:0001843]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of mammary gland epithelial cell proliferation [GO:0033599]; regulation of multicellular organismal development [GO:2000026]; transcription, DNA-templated [GO:0006351]",GO:0001843; GO:0003677; GO:0003700; GO:0005576; GO:0005634; GO:0006351; GO:0033599; GO:0045944; GO:0046872; GO:0048706; GO:2000026,,,,PF01342;PF01753;,"extracellular region [GO:0005576]; nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; embryonic skeletal system development [GO:0048706]; neural tube closure [GO:0001843]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of mammary gland epithelial cell proliferation [GO:0033599]; regulation of multicellular organismal development [GO:2000026]; transcription, DNA-templated [GO:0006351]"
P08053,CHOYP_CALM.32.50|m.48894,2,0,0,0,0,0,0,0,2.00E-34,Myosin regulatory light chain (Calcium-binding light chain),,147,,GO:0005509; GO:0016459,,,cd00051;,PF00036;PF13499;,myosin complex [GO:0016459]; calcium ion binding [GO:0005509]
P24862,CHOYP_CCNB.2.2|m.16937,0,0,0,0,0,0,0,0,1.00E-175,G2/mitotic-specific cyclin-B,,408,cell division [GO:0051301]; mitotic nuclear division [GO:0007067],GO:0005634; GO:0007067; GO:0051301,,,,PF02984;PF00134;,nucleus [GO:0005634]; cell division [GO:0051301]; mitotic nuclear division [GO:0007067]
Q3TT38,CHOYP_CF106.1.1|m.14354,0,0,0,0,0,0,0,0,1.00E-85,Uncharacterized protein C6orf106 homolog,D17Wsu92e,291,macroautophagy [GO:0016236],GO:0000407; GO:0005776; GO:0016236; GO:0043130,,,cd14947;,PF16158;,autophagosome [GO:0005776]; pre-autophagosomal structure [GO:0000407]; ubiquitin binding [GO:0043130]; macroautophagy [GO:0016236]
Q9GV77,CHOYP_FREM2.1.1|m.31430,0,0,0,0,0,0,0,0,0,Extracellular matrix protein 3 (FREM2 homolog),ECM3,3103,cell communication [GO:0007154]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; multicellular organism development [GO:0007275],GO:0005509; GO:0005886; GO:0007154; GO:0007156; GO:0007275; GO:0016021,,,,PF03160;,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; cell communication [GO:0007154]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; multicellular organism development [GO:0007275]
