Uniprot-Accession,S2-Protein,0,3,5,7,9,11,13,15,E-value,Protein,Gene,Length,GO-BP,GO-IDs,Pathway,UniPathway,CDD,Pfam,GO-name
Q6DJN2,CHOYP_LOC584052.1.1|m.6375,0,0,0,0,0,0,0,0,1.00E-39,TNF receptor-associated factor 6-B (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6-B),traf6-b,556,activation of NF-kappaB-inducing kinase activity [GO:0007250]; immune response [GO:0006955]; protein K63-linked ubiquitination [GO:0070534]; regulation of apoptotic process [GO:0042981],GO:0004842; GO:0005737; GO:0006955; GO:0007250; GO:0008270; GO:0042981; GO:0070534,PATHWAY: Protein modification; protein ubiquitination.,,,PF02176;,cytoplasm [GO:0005737]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; activation of NF-kappaB-inducing kinase activity [GO:0007250]; immune response [GO:0006955]; protein K63-linked ubiquitination [GO:0070534]; regulation of apoptotic process [GO:0042981]
Q9ULI1,CHOYP_LOC763845.1.1|m.35345,0,0,0,0,0,0,0,0,3.00E-69,NACHT and WD repeat domain-containing protein 2 (Leucine-rich repeat and WD repeat-containing protein KIAA1239),NWD2 KIAA1239,1742,,,,,,PF13271;,
Q9BKZ9,CHOYP_PHUM_PHUM122670.1.1|m.38346,0,0,0,0,0,0,0,0,3.00E-112,Protein Fe65 homolog,feh-1 Y54F10AM.2,665,"embryo development ending in birth or egg hatching [GO:0009792]; feeding behavior [GO:0007631]; nematode larval development [GO:0002119]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]",GO:0001540; GO:0002119; GO:0005634; GO:0005737; GO:0005856; GO:0006351; GO:0006355; GO:0007631; GO:0008134; GO:0009792,,,,PF00640;,"cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleus [GO:0005634]; beta-amyloid binding [GO:0001540]; transcription factor binding [GO:0008134]; embryo development ending in birth or egg hatching [GO:0009792]; feeding behavior [GO:0007631]; nematode larval development [GO:0002119]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]"
O23095,CHOYP_RLA1.8.12|m.25631,0,0,0,0,0,0,0,0,2.00E-23,60S acidic ribosomal protein P1-2,RPP1B At4g00810 T18A10.9,113,cytoplasmic translation [GO:0002181]; positive regulation of protein kinase activity [GO:0045860]; translational elongation [GO:0006414],GO:0002181; GO:0003735; GO:0005634; GO:0005829; GO:0006414; GO:0022625; GO:0022626; GO:0030295; GO:0045860,,,,,cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; nucleus [GO:0005634]; protein kinase activator activity [GO:0030295]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; positive regulation of protein kinase activity [GO:0045860]; translational elongation [GO:0006414]
Q9Z223,CHOYP_TRIADDRAFT_23075.1.1|m.48886,0,0,0,0,0,0,0,0,2.00E-60,Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B),Mocs2,189,molybdopterin cofactor biosynthetic process [GO:0032324]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777],GO:0005634; GO:0005829; GO:0006777; GO:0016607; GO:0019008; GO:0030366; GO:0032324; GO:0042802; GO:0070062,PATHWAY: Cofactor biosynthesis; molybdopterin biosynthesis. {ECO:0000255|HAMAP-Rule:MF_03052}.,,cd00756;,PF02391;,cytosol [GO:0005829]; extracellular exosome [GO:0070062]; molybdopterin synthase complex [GO:0019008]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; identical protein binding [GO:0042802]; molybdopterin synthase activity [GO:0030366]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]; molybdopterin cofactor biosynthetic process [GO:0032324]
E1BJS7,CHOYP_ZF_BBOX_RING_-1.3.10|m.29555,0,0,0,0,0,0,0,0,3.00E-10,E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71),TRIM71 LIN41,868,3'-UTR-mediated mRNA destabilization [GO:0061158]; fibroblast growth factor receptor signaling pathway [GO:0008543]; G1/S transition of mitotic cell cycle [GO:0000082]; miRNA mediated inhibition of translation [GO:0035278]; miRNA metabolic process [GO:0010586]; neural tube closure [GO:0001843]; neural tube development [GO:0021915]; positive regulation of gene silencing by miRNA [GO:2000637]; protein autoubiquitination [GO:0051865]; regulation of gene silencing by miRNA [GO:0060964]; regulation of neural precursor cell proliferation [GO:2000177]; stem cell proliferation [GO:0072089],GO:0000082; GO:0000932; GO:0001843; GO:0004842; GO:0008270; GO:0008543; GO:0010586; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0051865; GO:0060964; GO:0061158; GO:0061630; GO:0072089; GO:2000177; GO:2000637,PATHWAY: Protein modification; protein ubiquitination.,,,PF00630;PF01436;PF00643;,P-body [GO:0000932]; miRNA binding [GO:0035198]; translation repressor activity [GO:0030371]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; 3'-UTR-mediated mRNA destabilization [GO:0061158]; fibroblast growth factor receptor signaling pathway [GO:0008543]; G1/S transition of mitotic cell cycle [GO:0000082]; miRNA mediated inhibition of translation [GO:0035278]; miRNA metabolic process [GO:0010586]; neural tube closure [GO:0001843]; neural tube development [GO:0021915]; positive regulation of gene silencing by miRNA [GO:2000637]; protein autoubiquitination [GO:0051865]; regulation of gene silencing by miRNA [GO:0060964]; regulation of neural precursor cell proliferation [GO:2000177]; stem cell proliferation [GO:0072089]
A4IF63,CHOYP_contig_041876|m.48001,0.5,0,0,0,0,0,0,0,0.000004,Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2),TRIM2,744,regulation of neuron apoptotic process [GO:0043523],GO:0004842; GO:0005737; GO:0008270; GO:0043523,PATHWAY: Protein modification; protein ubiquitination.,,,PF00630;PF01436;PF00643;PF13445;,cytoplasm [GO:0005737]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; regulation of neuron apoptotic process [GO:0043523]
Q5JWF8,CHOYP_ACT3.1.3|m.23292,0,0,0,0,0,0,0,0,5.00E-48,Actin-like protein 10,ACTL10 C20orf134,245,,,,,,PF00022;,
P55040,CHOYP_AGAP_AGAP007681.1.1|m.36727,0,0,0,0,0,0,0,0,4.00E-27,GTP-binding protein GEM (GTP-binding mitogen-induced T-cell protein) (RAS-like protein KIR),GEM KIR,296,cell surface receptor signaling pathway [GO:0007166]; chromosome organization [GO:0051276]; immune response [GO:0006955]; metaphase plate congression [GO:0051310]; mitotic nuclear division [GO:0007067]; signal transduction [GO:0007165]; small GTPase mediated signal transduction [GO:0007264],GO:0000287; GO:0003924; GO:0005525; GO:0005634; GO:0006955; GO:0007067; GO:0007165; GO:0007166; GO:0007264; GO:0009898; GO:0019003; GO:0030496; GO:0051233; GO:0051276; GO:0051310; GO:0072686,,,,PF00071;,cytoplasmic side of plasma membrane [GO:0009898]; midbody [GO:0030496]; mitotic spindle [GO:0072686]; nucleus [GO:0005634]; spindle midzone [GO:0051233]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; magnesium ion binding [GO:0000287]; cell surface receptor signaling pathway [GO:0007166]; chromosome organization [GO:0051276]; immune response [GO:0006955]; metaphase plate congression [GO:0051310]; mitotic nuclear division [GO:0007067]; signal transduction [GO:0007165]; small GTPase mediated signal transduction [GO:0007264]
Q8N5I2,CHOYP_ARRD3.2.2|m.64983,0,0,0,0,0,0,0,0,5.00E-12,Arrestin domain-containing protein 1,ARRDC1,433,,GO:0005886; GO:0031410; GO:0070062,,,,PF02752;PF00339;,cytoplasmic vesicle [GO:0031410]; extracellular exosome [GO:0070062]; plasma membrane [GO:0005886]
P41436,CHOYP_BIR7B.2.2|m.60973,0,0,0,0,0,0,0,0,1.00E-39,Apoptosis inhibitor IAP,IAP,275,,GO:0008270,,,cd00022;,PF00653;,zinc ion binding [GO:0008270]
Q3UWM4,CHOYP_BRAFLDRAFT_119367.1.1|m.59963,0,0,0,0,0,0,0,0,0,Lysine-specific demethylase 7A (EC 1.14.11.-) (JmjC domain-containing histone demethylation protein 1D) (Lysine-specific demethylase 7),Kdm7a Jhdm1d Kdm7 Kiaa1718,940,"histone H3-K27 demethylation [GO:0071557]; histone H3-K36 demethylation [GO:0070544]; histone H3-K9 demethylation [GO:0033169]; histone H4-K20 demethylation [GO:0035574]; midbrain development [GO:0030901]; positive regulation of transcription, DNA-templated [GO:0045893]; transcription, DNA-templated [GO:0006351]",GO:0005506; GO:0005654; GO:0005730; GO:0006351; GO:0008270; GO:0016706; GO:0030901; GO:0032454; GO:0033169; GO:0035064; GO:0035574; GO:0035575; GO:0045893; GO:0051864; GO:0070544; GO:0071557; GO:0071558,,,,PF02373;PF00628;,"nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; histone demethylase activity (H3-K27 specific) [GO:0071558]; histone demethylase activity (H3-K36 specific) [GO:0051864]; histone demethylase activity (H3-K9 specific) [GO:0032454]; histone demethylase activity (H4-K20 specific) [GO:0035575]; iron ion binding [GO:0005506]; methylated histone binding [GO:0035064]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors [GO:0016706]; zinc ion binding [GO:0008270]; histone H3-K27 demethylation [GO:0071557]; histone H3-K36 demethylation [GO:0070544]; histone H3-K9 demethylation [GO:0033169]; histone H4-K20 demethylation [GO:0035574]; midbrain development [GO:0030901]; positive regulation of transcription, DNA-templated [GO:0045893]; transcription, DNA-templated [GO:0006351]"
B6CZ61,CHOYP_BRAFLDRAFT_123291.1.1|m.11923,3.5,0,0,0,0,0,0,0,1.00E-56,Leucine-rich repeat-containing protein 51 (Protein LRTOMT1),Lrrc51 Lrtomt1,192,,GO:0005737,,,,,cytoplasm [GO:0005737]
P27657,CHOYP_BRAFLDRAFT_126555.6.6|m.54234,0.5,0,0,0,0,0,0,0,1.00E-81,Pancreatic triacylglycerol lipase (PL) (Pancreatic lipase) (EC 3.1.1.3),Pnlip,465,lipid catabolic process [GO:0016042]; lipid metabolic process [GO:0006629]; post-embryonic development [GO:0009791]; response to lipid [GO:0033993]; response to peptide hormone [GO:0043434],GO:0004806; GO:0005615; GO:0006629; GO:0009791; GO:0016042; GO:0016298; GO:0033993; GO:0043434; GO:0046872,,,cd00707;,PF00151;PF01477;,extracellular space [GO:0005615]; lipase activity [GO:0016298]; metal ion binding [GO:0046872]; triglyceride lipase activity [GO:0004806]; lipid catabolic process [GO:0016042]; lipid metabolic process [GO:0006629]; post-embryonic development [GO:0009791]; response to lipid [GO:0033993]; response to peptide hormone [GO:0043434]
Q6NT55,CHOYP_BRAFLDRAFT_61250.5.14|m.37733,0,0,0,0,0,0,0,0,3.00E-129,Cytochrome P450 4F22 (EC 1.14.14.-),CYP4F22,531,icosanoid metabolic process [GO:0006690],GO:0004497; GO:0005506; GO:0005789; GO:0006690; GO:0016705; GO:0020037; GO:0031090,,,,PF00067;,"endoplasmic reticulum membrane [GO:0005789]; organelle membrane [GO:0031090]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; icosanoid metabolic process [GO:0006690]"
Q9P0W8,CHOYP_BRAFLDRAFT_65681.1.1|m.445,0.5,0,0,0,0,0,0,0,5.00E-23,Spermatogenesis-associated protein 7 (HSD-3.1) (Spermatogenesis-associated protein HSD3),SPATA7 HSD3,599,photoreceptor cell maintenance [GO:0045494]; protein localization to photoreceptor connecting cilium [GO:1903621]; protein localization to photoreceptor outer segment [GO:1903546]; response to stimulus [GO:0050896]; visual perception [GO:0007601],GO:0005654; GO:0005739; GO:0005829; GO:0005930; GO:0007601; GO:0015630; GO:0032391; GO:0036064; GO:0045494; GO:0050896; GO:1903546; GO:1903621,,,,PF15244;,axoneme [GO:0005930]; ciliary basal body [GO:0036064]; cytosol [GO:0005829]; microtubule cytoskeleton [GO:0015630]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; photoreceptor connecting cilium [GO:0032391]; photoreceptor cell maintenance [GO:0045494]; protein localization to photoreceptor connecting cilium [GO:1903621]; protein localization to photoreceptor outer segment [GO:1903546]; response to stimulus [GO:0050896]; visual perception [GO:0007601]
P15989,CHOYP_CO6A3.3.5|m.39796,0,0,0,0,0,0,0,0,2.00E-104,Collagen alpha-3(VI) chain,COL6A3,3137,cell adhesion [GO:0007155],GO:0004867; GO:0005578; GO:0005581; GO:0007155,,,cd00063;,PF01391;PF00014;PF00092;,collagen trimer [GO:0005581]; proteinaceous extracellular matrix [GO:0005578]; serine-type endopeptidase inhibitor activity [GO:0004867]; cell adhesion [GO:0007155]
A8Y5U1,CHOYP_CZH5ORF51.1.1|m.25147,0,0,0,0,0,0,0,0,3.00E-40,UPF0600 protein C5orf51 homolog,si:dkey-46a10.3 wu:fd42g01,276,,,,,,,
Q9Y5E9,CHOYP_FAT1.2.4|m.36735,0,0,0,0,0,0,0,0,4.00E-18,Protocadherin beta-14 (PCDH-beta-14),PCDHB14,798,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell adhesion [GO:0007155]; chemical synaptic transmission [GO:0007268]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; synapse assembly [GO:0007416],GO:0005509; GO:0005887; GO:0007155; GO:0007156; GO:0007268; GO:0007416; GO:0016021; GO:0016339,,,,PF00028;PF08266;PF16492;,integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; calcium ion binding [GO:0005509]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell adhesion [GO:0007155]; chemical synaptic transmission [GO:0007268]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; synapse assembly [GO:0007416]
Q6IS24,CHOYP_GALT1.1.1|m.33853,0,0,0,0,0,0,0,0,1.00E-86,Putative polypeptide N-acetylgalactosaminyltransferase-like protein 3 (EC 2.4.1.41) (Polypeptide GalNAc transferase-like protein 3) (GalNAc-T-like protein 3) (pp-GaNTase-like protein 3) (Protein-UDP acetylgalactosaminyltransferase-like protein 3) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 3) (Williams-Beuren syndrome chromosomal region 17 protein),WBSCR17 GALNTL3,598,protein glycosylation [GO:0006486],GO:0000139; GO:0004653; GO:0006486; GO:0016021; GO:0030246; GO:0046872,PATHWAY: Protein modification; protein glycosylation.,,,PF00535;PF00652;,Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]; polypeptide N-acetylgalactosaminyltransferase activity [GO:0004653]; protein glycosylation [GO:0006486]
Q8QZZ7,CHOYP_LOC100227090.1.1|m.1313,0,0,0,0,0,0,0,0,1.00E-42,EKC/KEOPS complex subunit Tprkb (TP53RK-binding protein),Tprkb,175,tRNA processing [GO:0008033],GO:0005634; GO:0005829; GO:0008033; GO:0019901,,,,PF08617;,cytosol [GO:0005829]; nucleus [GO:0005634]; protein kinase binding [GO:0019901]; tRNA processing [GO:0008033]
Q4LDE5,CHOYP_LOC100367084.3.22|m.29143,0,0,0,0,0,0,0,0,2.00E-41,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (CCP module-containing protein 22) (Polydom) (Selectin-like osteoblast-derived protein) (SEL-OB) (Serologically defined breast cancer antigen NY-BR-38)",SVEP1 C9orf13 CCP22 SELOB,3571,cell adhesion [GO:0007155],GO:0003682; GO:0005509; GO:0005615; GO:0005737; GO:0007155; GO:0016020,,,cd00033;,PF00008;PF07645;PF07699;PF12661;PF02494;PF00354;PF00084;PF00092;,cytoplasm [GO:0005737]; extracellular space [GO:0005615]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; chromatin binding [GO:0003682]; cell adhesion [GO:0007155]
Q8N157,CHOYP_LOC100373327.2.13|m.16978,0,0,0,0,0,0,0,0,0,Jouberin (Abelson helper integration site 1 protein homolog) (AHI-1),AHI1,1196,cellular protein localization [GO:0034613]; central nervous system development [GO:0007417]; ciliary basal body docking [GO:0097711]; cilium assembly [GO:0060271]; cloaca development [GO:0035844]; heart looping [GO:0001947]; hindbrain development [GO:0030902]; Kupffer's vesicle development [GO:0070121]; left/right axis specification [GO:0070986]; morphogenesis of a polarized epithelium [GO:0001738]; negative regulation of apoptotic process [GO:0043066]; otic vesicle development [GO:0071599]; photoreceptor cell outer segment organization [GO:0035845]; positive regulation of polarized epithelial cell differentiation [GO:0030862]; positive regulation of receptor internalization [GO:0002092]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; pronephric duct morphogenesis [GO:0039023]; pronephric nephron tubule morphogenesis [GO:0039008]; regulation of behavior [GO:0050795]; retina layer formation [GO:0010842]; specification of axis polarity [GO:0065001]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; vesicle-mediated transport [GO:0016192],GO:0001738; GO:0001947; GO:0002092; GO:0005813; GO:0005814; GO:0005829; GO:0005911; GO:0005912; GO:0005929; GO:0007169; GO:0007417; GO:0010842; GO:0016192; GO:0030862; GO:0030902; GO:0034613; GO:0035844; GO:0035845; GO:0036038; GO:0036064; GO:0039008; GO:0039023; GO:0042802; GO:0043066; GO:0045944; GO:0050795; GO:0060271; GO:0065001; GO:0070121; GO:0070986; GO:0071599; GO:0097711; GO:0097730,,,,PF00018;PF00400;,adherens junction [GO:0005912]; cell-cell junction [GO:0005911]; centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; cytosol [GO:0005829]; MKS complex [GO:0036038]; non-motile cilium [GO:0097730]; identical protein binding [GO:0042802]; cellular protein localization [GO:0034613]; central nervous system development [GO:0007417]; ciliary basal body docking [GO:0097711]; cilium assembly [GO:0060271]; cloaca development [GO:0035844]; heart looping [GO:0001947]; hindbrain development [GO:0030902]; Kupffer's vesicle development [GO:0070121]; left/right axis specification [GO:0070986]; morphogenesis of a polarized epithelium [GO:0001738]; negative regulation of apoptotic process [GO:0043066]; otic vesicle development [GO:0071599]; photoreceptor cell outer segment organization [GO:0035845]; positive regulation of polarized epithelial cell differentiation [GO:0030862]; positive regulation of receptor internalization [GO:0002092]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; pronephric duct morphogenesis [GO:0039023]; pronephric nephron tubule morphogenesis [GO:0039008]; regulation of behavior [GO:0050795]; retina layer formation [GO:0010842]; specification of axis polarity [GO:0065001]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; vesicle-mediated transport [GO:0016192]
P22897,CHOYP_LOC100378295.1.4|m.3278,0,0,0,0,0,0,0,0,3.00E-167,Macrophage mannose receptor 1 (MMR) (C-type lectin domain family 13 member D) (C-type lectin domain family 13 member D-like) (Human mannose receptor) (hMR) (Macrophage mannose receptor 1-like protein 1) (CD antigen CD206),MRC1 CLEC13D CLEC13DL MRC1L1,1456,cellular response to interferon-gamma [GO:0071346]; cellular response to interleukin-4 [GO:0071353]; cellular response to lipopolysaccharide [GO:0071222]; receptor-mediated endocytosis [GO:0006898],GO:0001618; GO:0004872; GO:0004888; GO:0005537; GO:0005886; GO:0005887; GO:0006898; GO:0009986; GO:0010008; GO:0071222; GO:0071346; GO:0071353,,,cd00062;,PF00040;PF00059;PF00652;,cell surface [GO:0009986]; endosome membrane [GO:0010008]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; mannose binding [GO:0005537]; receptor activity [GO:0004872]; transmembrane signaling receptor activity [GO:0004888]; virus receptor activity [GO:0001618]; cellular response to interferon-gamma [GO:0071346]; cellular response to interleukin-4 [GO:0071353]; cellular response to lipopolysaccharide [GO:0071222]; receptor-mediated endocytosis [GO:0006898]
Q3T0Y3,CHOYP_LOC100552374.1.1|m.21979,0,0,0,0,0,0,0,0,2.00E-36,Sulfotransferase family cytosolic 1B member 1 (ST1B1) (Sulfotransferase 1B1) (EC 2.8.2.-),SULT1B1,296,epithelial cell differentiation [GO:0030855]; flavonoid metabolic process [GO:0009812]; steroid metabolic process [GO:0008202]; sulfation [GO:0051923]; thyroid hormone metabolic process [GO:0042403]; xenobiotic metabolic process [GO:0006805],GO:0004062; GO:0005737; GO:0006805; GO:0008202; GO:0009812; GO:0030855; GO:0042403; GO:0051923,,,,PF00685;,cytoplasm [GO:0005737]; aryl sulfotransferase activity [GO:0004062]; epithelial cell differentiation [GO:0030855]; flavonoid metabolic process [GO:0009812]; steroid metabolic process [GO:0008202]; sulfation [GO:0051923]; thyroid hormone metabolic process [GO:0042403]; xenobiotic metabolic process [GO:0006805]
Q5RJ80,CHOYP_LOC100697720.1.2|m.5790,0,0,0,0,0,0,0,0,2.00E-10,Caprin-2 (RNA granule protein 140),caprin2 rng140 si:ch211-11c20.4,914,dorsal/ventral pattern formation [GO:0009953]; negative regulation of translation [GO:0017148]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of Wnt signaling pathway [GO:0030177]; positive regulation of Wnt signaling pathway involved in dorsal/ventral axis specification [GO:2000055]; regulation of growth [GO:0040008],GO:0003723; GO:0005737; GO:0005886; GO:0009953; GO:0017148; GO:0030177; GO:0040008; GO:0046872; GO:0050775; GO:0061003; GO:0090263; GO:2000055,,,,PF00386;PF12287;,cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; dorsal/ventral pattern formation [GO:0009953]; negative regulation of translation [GO:0017148]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of Wnt signaling pathway [GO:0030177]; positive regulation of Wnt signaling pathway involved in dorsal/ventral axis specification [GO:2000055]; regulation of growth [GO:0040008]
Q8IYB9,CHOYP_LOC100721364.1.1|m.15879,0,0,0,0,0,0,0,0,2.00E-66,Zinc finger protein 595,ZNF595,648,"regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]",GO:0003677; GO:0003700; GO:0005634; GO:0006351; GO:0006355; GO:0046872,,,cd07765;,PF01352;PF00096;PF13912;,"nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]"
Q5SSZ7,CHOYP_LOC100727159.1.1|m.60272,0,0,0,0,0,0,0,0,1.00E-74,E3 ubiquitin-protein ligase ZNRF3 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ZNRF3) (Zinc/RING finger protein 3),Znrf3,913,"canonical Wnt signaling pathway [GO:0060070]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of non-canonical Wnt signaling pathway [GO:2000051]; negative regulation of Wnt signaling pathway [GO:0030178]; protein ubiquitination [GO:0016567]; stem cell proliferation [GO:0072089]; ubiquitin-dependent protein catabolic process [GO:0006511]; Wnt receptor catabolic process [GO:0038018]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]",GO:0004842; GO:0005109; GO:0005887; GO:0006511; GO:0008270; GO:0016567; GO:0030178; GO:0038018; GO:0060070; GO:0060071; GO:0072089; GO:0090090; GO:2000051,PATHWAY: Protein modification; protein ubiquitination.,,,PF13639;,"integral component of plasma membrane [GO:0005887]; frizzled binding [GO:0005109]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; canonical Wnt signaling pathway [GO:0060070]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of non-canonical Wnt signaling pathway [GO:2000051]; negative regulation of Wnt signaling pathway [GO:0030178]; protein ubiquitination [GO:0016567]; stem cell proliferation [GO:0072089]; ubiquitin-dependent protein catabolic process [GO:0006511]; Wnt receptor catabolic process [GO:0038018]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]"
D8VNS8,CHOYP_MFAP4.3.3|m.62664,0,0,0,0,0,0,0,0,2.00E-54,Ryncolin-2,,347,,GO:0005576,,,cd00087;,PF01391;PF00147;,extracellular region [GO:0005576]
O08550,CHOYP_MLL.1.1|m.33426,0,0,0,0,0,0,0,0,6.00E-121,Histone-lysine N-methyltransferase 2B (Lysine N-methyltransferase 2B) (EC 2.1.1.43) (Myeloid/lymphoid or mixed-lineage leukemia protein 4 homolog) (Trithorax homolog 2) (WW domain-binding protein 7) (WBP-7),Kmt2b Mll2 Trx2 Wbp7,2713,"gene silencing [GO:0016458]; histone H3-K4 methylation [GO:0051568]; histone H3-K4 trimethylation [GO:0080182]; histone lysine methylation [GO:0034968]; memory [GO:0007613]; oocyte differentiation [GO:0009994]; ovarian follicle development [GO:0001541]; ovulation [GO:0030728]; regulation of histone H3-K4 methylation [GO:0051569]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]",GO:0001541; GO:0003677; GO:0005634; GO:0006351; GO:0006355; GO:0007613; GO:0008270; GO:0009994; GO:0016458; GO:0030728; GO:0034968; GO:0035097; GO:0042800; GO:0051568; GO:0051569; GO:0080182,,,,PF05965;PF05964;PF00628;PF00856;PF02008;,"histone methyltransferase complex [GO:0035097]; nucleus [GO:0005634]; DNA binding [GO:0003677]; histone methyltransferase activity (H3-K4 specific) [GO:0042800]; zinc ion binding [GO:0008270]; gene silencing [GO:0016458]; histone H3-K4 methylation [GO:0051568]; histone H3-K4 trimethylation [GO:0080182]; histone lysine methylation [GO:0034968]; memory [GO:0007613]; oocyte differentiation [GO:0009994]; ovarian follicle development [GO:0001541]; ovulation [GO:0030728]; regulation of histone H3-K4 methylation [GO:0051569]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]"
Q8TD19,CHOYP_NEK9.1.1|m.19497,0.5,0,0,0,0,0,0,0,0,Serine/threonine-protein kinase Nek9 (EC 2.7.11.1) (Nercc1 kinase) (Never in mitosis A-related kinase 9) (NimA-related protein kinase 9) (NimA-related kinase 8) (Nek8),NEK9 KIAA1995 NEK8 NERCC,979,cell division [GO:0051301]; mitotic nuclear division [GO:0007067]; mitotic nuclear envelope disassembly [GO:0007077],GO:0004674; GO:0005524; GO:0005634; GO:0005829; GO:0007067; GO:0007077; GO:0019901; GO:0046872; GO:0051301,,,,PF00069;PF00415;,cytosol [GO:0005829]; nucleus [GO:0005634]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; cell division [GO:0051301]; mitotic nuclear division [GO:0007067]; mitotic nuclear envelope disassembly [GO:0007077]
